Time,ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ
37.308,-0.75,-2.12,1.00,-47,109,-94
37.310,-0.75,-2.00,1.00,-63,125,-94
37.312,-0.25,-2.00,0.75,-78,141,-94
37.314,0.38,-1.62,0.38,-94,156,-94
37.316,1.00,-1.25,0.00,-156,172,-78
37.318,1.38,-0.75,-0.25,-172,172,-78
37.320,1.75,-0.25,-0.38,-188,156,-63
37.322,2.00,0.25,-0.25,-203,141,-63
37.324,2.00,0.50,-0.12,-203,125,-63
37.326,2.25,0.75,0.12,-188,94,-63
37.328,2.38,0.75,0.00,-156,78,-78
37.330,2.62,0.88,0.00,-141,63,-125
37.332,2.75,1.00,0.12,-141,47,-156
37.334,2.88,1.25,0.12,-125,31,-188
37.336,2.75,1.38,0.50,-109,31,-219
37.338,2.75,1.62,0.62,-94,16,-234
37.340,2.50,1.75,0.62,-94,16,-250
37.342,2.50,1.88,0.38,-94,0,-234
37.344,2.38,2.25,0.38,-94,-31,-188
37.346,2.00,2.38,0.50,-63,-31,-141
37.348,1.50,2.38,0.62,-47,-47,-78
37.350,1.00,2.25,0.62,-31,-47,-16
37.352,1.00,2.00,0.38,-16,-31,31
37.354,1.12,1.38,0.25,-16,-16,63
37.356,1.38,1.00,0.38,16,0,78
37.358,1.38,0.62,0.50,31,0,78
37.360,1.25,0.25,0.38,31,-16,78
37.362,1.25,-0.25,0.25,31,-16,78
37.364,1.12,-0.62,0.38,47,-16,78
37.366,1.12,-1.00,0.50,47,-16,94
37.368,1.12,-1.38,0.62,47,-16,94
37.370,1.00,-1.50,0.75,31,-16,94
37.372,0.75,-1.38,0.88,16,-16,109
37.374,0.50,-1.38,0.62,-16,-16,141
37.376,0.50,-1.25,0.50,-31,-16,125
37.378,0.62,-1.25,0.50,-31,-16,125
37.380,0.62,-1.38,0.50,-31,0,109
37.382,0.62,-1.25,0.62,-31,0,94
37.384,0.50,-1.38,0.75,-31,0,94
37.386,0.38,-1.25,0.75,-47,0,78
37.388,0.12,-1.25,0.75,-63,0,78
37.390,0.00,-1.25,0.75,-63,16,94
37.392,-0.12,-1.12,0.62,-78,31,94
37.394,-0.25,-1.12,0.50,-78,31,94
37.396,-0.12,-1.00,0.50,-78,47,78
37.398,0.00,-0.75,0.50,-78,47,63
37.400,0.38,-0.25,0.50,-78,63,47
37.402,0.62,0.00,0.25,-94,78,16
37.404,0.75,0.25,0.00,-94,78,16
37.406,0.88,0.25,-0.12,-78,78,16
37.408,1.00,0.38,-0.12,-63,78,16
37.410,1.00,0.38,-0.12,-47,78,16
37.412,1.00,0.38,-0.12,-47,63,16
37.414,1.00,0.38,-0.12,-31,63,16
37.416,1.12,0.38,-0.12,-16,63,16
37.418,1.12,0.38,-0.25,0,63,16
37.420,1.00,0.38,-0.25,0,47,16
37.422,0.88,0.38,-0.12,16,47,16
37.424,0.75,0.38,0.00,16,47,16
37.426,0.50,0.38,0.12,31,47,16
37.428,0.50,0.25,0.12,47,31,16
37.430,0.38,0.12,0.25,47,31,16
37.432,0.38,0.00,0.38,63,47,0
37.434,0.38,-0.12,0.50,78,47,0
37.436,0.38,-0.25,0.50,78,47,0
37.438,0.38,-0.38,0.50,78,47,0
37.440,0.38,-0.50,0.62,78,47,-16
37.442,0.50,-0.75,0.75,94,47,-16
37.444,0.50,-0.88,0.88,94,47,-16
37.446,0.50,-1.00,1.00,94,47,-31
37.684,1.00,0.25,-0.38,0,-63,-16
37.686,1.00,0.25,-0.38,0,-63,0
37.688,1.00,0.12,-0.25,0,-63,0
37.690,1.50,0.38,-0.25,16,-47,0
37.692,2.12,1.00,-0.62,0,-31,0
37.694,2.38,1.50,-1.88,-16,-16,16
37.696,2.50,2.25,-3.12,-31,0,16
37.698,2.50,3.12,-4.88,-31,-16,16
37.700,2.12,4.00,-6.25,-31,-31,16
37.702,2.12,4.00,-7.25,-31,-47,-16
37.704,1.62,4.25,-7.62,0,-94,-63
37.706,0.00,3.50,-6.38,156,-172,-47
37.708,-1.00,2.00,-4.00,219,-203,-31
37.710,-1.50,0.50,-1.88,313,-203,-31
37.712,-1.75,-0.50,-0.50,391,-141,-16
37.714,-2.00,-1.00,0.50,359,-31,31
37.716,-2.38,-1.62,0.75,281,94,78
37.718,-2.00,-2.38,-0.62,172,156,109
37.720,-0.75,-2.50,-1.50,94,141,109
37.722,0.75,-1.88,-1.25,78,172,63
37.724,1.25,-1.38,-0.62,63,234,47
37.726,1.50,-1.38,0.12,63,234,31
37.728,2.38,-1.88,0.25,78,172,16
37.730,2.62,-2.25,1.00,94,125,0
37.732,2.38,-2.75,1.50,109,141,0
37.734,1.50,-2.75,1.75,94,172,16
37.736,0.62,-2.62,1.50,16,141,63
37.738,-0.12,-2.50,0.88,-47,125,63
37.740,-0.75,-2.38,0.50,-78,141,63
37.742,-1.00,-2.38,0.12,-78,156,47
37.744,-1.12,-2.25,0.00,-78,172,47
37.746,-0.50,-1.75,0.00,-94,188,31
37.748,0.12,-1.25,0.00,-94,172,0
37.750,0.50,-0.88,-0.12,-125,188,-16
37.752,1.12,-0.62,-0.12,-125,188,-16
37.754,1.62,-0.25,0.00,-141,172,-16
37.756,2.00,-0.12,-0.25,-141,156,-16
37.758,2.38,0.12,-0.25,-141,141,-16
37.760,2.50,0.25,-0.38,-141,109,-16
37.762,2.62,0.25,-0.12,-125,94,-31
37.764,2.62,0.25,0.12,-109,47,-31
37.766,2.50,0.50,0.50,-94,31,-31
37.768,2.38,0.62,0.75,-78,16,-16
37.770,2.25,0.88,0.75,-78,16,-16
37.772,2.12,1.00,0.62,-78,16,-31
37.774,2.25,1.12,0.50,-63,0,-63
37.776,2.38,1.25,0.38,-63,0,-94
37.778,2.12,1.25,0.25,-47,-16,-141
37.780,1.88,1.38,0.50,-16,-47,-172
37.782,1.38,1.38,0.88,0,-63,-172
37.784,1.00,1.38,1.25,16,-63,-156
37.786,0.88,1.25,1.38,31,-63,-125
37.788,0.88,1.00,1.12,47,-47,-78
37.790,1.00,0.12,0.62,47,-31,-16
37.792,1.38,-0.12,0.50,47,-16,31
37.794,1.38,-0.38,0.62,63,-16,31
37.796,1.38,-0.50,0.62,63,-31,31
37.798,1.25,-0.75,0.62,47,-31,31
37.800,1.12,-0.88,0.62,47,-47,16
37.802,1.12,-1.12,0.75,47,-47,16
37.804,1.12,-1.38,0.75,47,-47,31
37.806,1.00,-1.50,0.75,47,-47,31
37.808,0.88,-1.62,0.75,16,-47,47
37.810,0.62,-1.50,0.62,0,-47,63
37.812,0.50,-1.50,0.62,-16,-47,63
37.814,0.38,-1.50,0.50,-16,-47,63
37.816,0.50,-1.50,0.50,-31,-31,63
37.818,0.50,-1.50,0.62,-31,-31,47
37.820,0.38,-1.38,0.75,-31,-31,47
37.822,0.38,-1.38,0.75,-47,-31,31
37.824,0.50,-1.38,0.75,-63,-16,31
37.826,0.75,-1.25,0.62,-63,-16,16
37.828,1.12,-1.00,0.62,-78,0,16
37.830,1.38,-0.62,0.50,-78,0,0
37.832,1.38,-0.25,0.25,-94,16,0
37.834,1.25,0.12,0.00,-94,0,0
37.836,1.00,0.50,0.00,-94,0,0
37.838,0.62,0.75,-0.12,-78,-16,0
37.840,0.25,0.88,0.00,-78,-16,0
37.842,-0.12,1.00,0.00,-63,-16,0
37.844,-0.25,1.00,0.00,-47,0,-16
37.846,-0.38,1.00,0.00,-31,16,-16
37.848,-0.12,0.75,0.00,-16,31,0
37.850,0.25,0.50,0.00,-16,47,0
37.852,0.75,0.38,-0.12,16,63,0
37.854,1.12,0.38,-0.25,16,78,0
37.856,1.38,0.38,-0.25,16,78,16
37.858,1.50,0.25,-0.38,16,63,16
37.860,1.62,0.25,-0.38,31,63,16
37.862,1.50,0.12,-0.25,31,47,16
37.864,1.25,-0.12,-0.12,47,47,16
37.866,1.00,-0.25,0.00,63,31,16
37.868,0.75,-0.38,0.12,63,31,16
37.870,0.50,-0.50,0.25,63,31,16
37.872,0.25,-0.62,0.38,63,31,16
37.874,0.00,-0.62,0.38,63,31,16
37.876,-0.12,-0.62,0.50,63,31,16
37.878,-0.25,-0.62,0.62,47,31,16
37.880,-0.38,-0.62,0.75,47,31,0
37.882,-0.25,-0.62,0.75,47,47,0
38.786,1.00,-0.12,-0.25,0,0,0
38.788,1.00,-0.12,-0.25,0,0,0
38.790,1.00,-0.12,-0.25,0,0,0
38.792,1.12,-0.12,-0.25,0,0,0
38.794,2.00,0.62,-0.38,0,0,0
38.796,2.25,1.75,-1.00,-16,31,16
38.798,2.62,2.25,-2.38,-31,47,31
38.800,3.00,3.12,-3.75,-47,47,31
38.802,3.25,3.75,-5.75,-31,31,31
38.804,3.62,4.00,-6.75,-16,16,16
38.806,3.25,4.12,-6.88,16,0,-16
38.808,2.12,3.88,-5.50,125,-63,-47
38.810,0.38,2.62,-3.50,328,-250,-78
38.812,-1.12,0.88,-0.88,406,-313,-78
38.814,-1.50,0.00,1.00,453,-281,-63
38.816,-2.50,-0.38,2.25,484,-141,-47
38.818,-3.62,-1.38,3.38,453,-31,-16
38.820,-3.75,-2.25,2.88,359,47,-16
38.822,-4.00,-4.62,0.38,250,63,-31
38.824,-1.75,-6.00,-0.75,141,78,-141
38.826,0.75,-5.88,-0.62,188,109,-141
38.828,2.00,-4.88,0.38,172,172,-156
38.830,2.62,-4.12,1.00,94,188,-188
38.832,3.00,-3.50,0.88,31,141,-234
38.834,3.38,-2.75,0.88,16,78,-297
38.836,3.00,-2.38,1.38,31,63,-313
38.838,1.88,-2.25,1.38,0,78,-266
38.840,0.25,-2.50,1.12,-63,78,-94
38.842,-0.50,-2.50,0.50,-78,47,-78
38.844,-1.00,-2.25,0.38,-94,47,-78
38.846,-1.38,-1.75,0.50,-141,78,-78
38.848,-1.50,-1.25,0.50,-156,125,-78
38.850,-0.50,-0.62,0.50,-172,141,-78
38.852,0.50,-0.38,0.38,-172,141,-94
38.854,1.38,-0.25,0.12,-203,172,-109
38.856,1.75,-0.12,-0.12,-203,156,-94
38.858,2.38,0.12,-0.25,-203,125,-94
38.860,2.62,0.25,-0.38,-203,94,-109
38.862,3.00,0.62,-0.12,-203,78,-125
38.864,3.38,0.75,0.00,-188,63,-156
38.866,3.62,1.12,0.12,-172,63,-188
38.868,3.50,1.62,0.38,-125,47,-266
38.870,2.88,2.00,0.38,-141,31,-297
38.872,2.50,2.38,0.38,-156,0,-344
38.874,2.38,2.88,-0.50,-156,-31,-375
38.876,2.00,4.00,0.00,-141,-47,-406
38.878,1.62,4.75,0.00,-109,-47,-391
38.880,1.12,5.12,0.25,-94,-47,-344
38.882,0.25,4.88,0.50,-16,-16,-188
38.884,-0.38,3.88,0.38,16,0,-94
38.886,0.38,2.00,0.12,47,16,0
38.888,1.00,1.25,0.50,78,31,63
38.890,1.50,0.50,1.12,94,63,109
38.892,1.62,-0.12,1.25,94,78,109
38.894,1.75,-0.75,1.00,78,47,109
38.896,1.62,-1.00,0.62,16,0,125
38.898,1.12,-1.12,0.62,16,16,141
38.900,0.75,-1.00,0.75,0,16,141
38.902,0.50,-1.00,0.88,0,16,141
38.904,0.25,-1.00,1.12,0,16,141
38.906,0.00,-1.00,1.25,0,31,141
38.908,0.00,-1.12,1.38,-16,31,125
38.910,0.12,-1.12,1.25,-31,47,125
38.912,0.25,-1.12,0.88,-63,63,125
38.914,0.50,-1.12,0.88,-63,63,125
38.916,0.75,-1.12,0.88,-78,63,125
38.918,1.00,-1.00,1.00,-78,63,141
38.920,1.12,-1.00,0.88,-78,63,141
38.922,1.25,-1.00,0.88,-78,63,156
38.924,1.38,-1.00,0.88,-94,47,172
38.926,1.38,-1.00,0.75,-94,47,203
38.928,1.25,-0.88,0.62,-109,47,219
38.930,1.12,-0.88,0.50,-109,47,219
38.932,0.88,-1.00,0.25,-109,31,203
38.934,0.50,-1.00,0.25,-109,31,172
38.936,0.12,-0.75,0.25,-109,16,125
38.938,0.50,0.25,0.38,-94,16,63
38.940,0.38,0.62,0.25,-109,16,0
38.942,0.25,0.88,0.12,-109,16,0
38.944,0.12,1.12,-0.12,-78,16,0
38.946,0.25,1.12,-0.25,-63,16,-16
38.948,0.50,1.12,-0.12,-47,31,-31
38.950,0.62,1.12,0.00,-31,31,-31
38.952,0.75,1.12,0.12,-16,31,-31
38.954,0.88,0.88,0.25,16,31,-16
38.956,0.88,0.75,0.25,31,31,-16
38.958,1.00,0.62,0.25,47,16,-16
38.960,1.00,0.50,0.38,47,16,-16
38.962,1.00,0.38,0.38,63,16,0
38.964,1.00,0.25,0.38,63,16,0
38.966,0.88,0.12,0.50,78,16,0
38.968,0.88,0.00,0.62,78,16,0
38.970,0.88,-0.12,0.62,94,0,-16
38.972,0.75,-0.25,0.75,94,0,-16
38.974,0.75,-0.38,0.75,94,0,-16
38.976,0.88,-0.62,0.88,94,0,-16
38.978,0.88,-0.75,0.88,94,0,-16
38.980,0.88,-1.00,1.00,94,0,-16
38.982,1.00,-1.12,1.00,94,0,-16
38.984,1.00,-1.25,1.12,94,0,-31
39.228,0.88,-0.12,-0.38,0,0,31
39.230,0.88,-0.12,-0.38,0,0,31
39.232,0.75,-0.12,-0.38,-16,0,31
39.234,1.12,0.00,-0.50,-16,16,31
39.236,2.00,0.62,-0.62,-16,16,31
39.238,2.12,1.62,-1.38,-31,31,47
39.240,2.25,2.50,-2.88,-63,47,47
39.242,2.75,3.50,-4.88,-78,47,47
39.244,2.50,4.12,-6.62,-78,31,47
39.246,2.25,4.12,-7.62,-47,0,0
39.248,1.62,3.50,-7.25,31,-63,-31
39.250,0.00,1.88,-4.75,156,-125,-31
39.252,-1.00,0.50,-1.75,281,-188,-31
39.254,-1.12,-0.50,0.88,359,-219,-31
39.256,-2.00,-0.62,2.12,375,-141,-16
39.258,-3.00,-1.50,2.88,328,31,16
39.260,-3.38,-2.62,1.00,63,172,78
39.262,-2.38,-4.50,-3.50,-94,156,78
39.264,0.62,-1.38,-2.62,-78,141,78
39.266,1.25,-0.38,-2.62,-47,219,78
39.268,1.62,0.00,-1.62,-78,297,63
39.270,2.00,-0.12,-1.12,-31,250,31
39.272,2.50,-0.50,-0.62,16,172,0
39.274,3.12,-0.75,0.12,63,109,-78
39.276,3.00,-0.88,1.00,63,156,-78
39.278,1.25,-1.38,1.50,63,156,-47
39.280,0.38,-1.88,1.25,31,141,16
39.282,0.00,-2.12,0.75,0,109,16
39.284,-0.38,-2.25,0.12,-47,125,31
39.286,-0.50,-2.25,-0.12,-78,156,31
39.288,-0.25,-1.75,-0.25,-94,172,31
39.290,0.25,-1.25,0.00,-78,156,16
39.292,0.50,-1.00,0.25,-94,156,16
39.294,1.00,-0.88,0.38,-94,156,16
39.296,1.25,-0.50,0.25,-94,156,16
39.298,1.62,-0.12,0.12,-109,141,16
39.300,2.00,0.25,-0.25,-125,125,0
39.302,2.12,0.38,-0.38,-125,109,0
39.304,2.25,0.62,-0.12,-94,78,-16
39.306,2.38,0.62,0.12,-78,47,-16
39.308,2.38,0.75,0.38,-63,31,-31
39.310,2.12,0.88,0.62,-47,16,-31
39.312,1.88,1.00,0.75,-47,0,-31
39.314,1.75,1.00,1.00,-31,0,-31
39.316,1.75,1.00,1.00,-31,-16,-47
39.318,2.00,0.88,0.88,-16,0,-47
39.320,2.38,0.62,0.75,0,0,-63
39.322,2.50,0.38,0.88,0,-16,-47
39.324,2.50,0.12,0.88,16,-16,-47
39.326,2.00,-0.12,0.88,16,-31,-31
39.328,1.75,-0.25,0.88,16,-47,-16
39.330,1.50,-0.25,1.00,16,-47,0
39.332,1.38,0.00,1.00,16,-47,16
39.334,1.25,0.12,0.88,16,-47,16
39.336,1.25,0.25,0.50,0,-47,16
39.338,1.12,0.12,0.25,0,-47,16
39.340,1.00,0.00,0.25,16,-47,16
39.342,1.00,-0.25,0.38,16,-47,16
39.344,0.88,-0.50,0.50,31,-47,16
39.346,0.88,-0.62,0.50,31,-47,16
39.348,0.75,-0.88,0.50,31,-47,16
39.350,0.62,-1.00,0.62,31,-47,16
39.352,0.62,-1.12,0.62,16,-47,16
39.354,0.50,-1.12,0.62,16,-31,31
39.356,0.50,-1.00,0.62,0,-31,31
39.358,0.62,-0.88,0.62,-16,-31,31
39.360,0.75,-0.75,0.50,-16,-16,31
39.362,0.88,-0.50,0.38,-31,-16,31
39.364,0.88,-0.38,0.38,-31,0,16
39.366,0.88,-0.25,0.25,-31,0,16
39.368,0.88,-0.25,0.25,-31,0,16
39.370,0.88,-0.12,0.25,-31,0,16
39.372,0.88,0.00,0.25,-31,0,16
39.374,0.88,0.00,0.12,-31,0,0
39.376,1.00,0.00,0.00,-31,0,0
39.378,1.00,0.00,-0.12,-16,0,0
39.380,1.12,-0.12,-0.12,-16,16,0
39.382,1.00,-0.25,-0.12,-16,0,0
39.384,1.00,-0.25,-0.12,-16,0,0
39.386,0.88,-0.25,-0.12,-16,0,0
39.388,0.75,-0.25,-0.12,0,0,0
39.390,0.50,-0.12,-0.12,-16,16,0
39.392,0.25,-0.12,-0.12,-16,16,0
39.394,-0.12,0.00,-0.12,0,16,0
39.396,-0.25,0.00,0.00,0,16,0
39.398,-0.38,0.00,0.12,0,16,0
39.400,-0.50,0.00,0.25,0,31,0
39.402,-0.38,0.00,0.25,16,47,0
39.404,0.00,-0.12,0.25,16,63,0
39.406,0.38,-0.12,0.25,16,78,0
39.408,0.75,-0.12,0.25,16,94,0
39.410,1.00,-0.25,0.38,16,94,0
39.412,1.25,-0.25,0.25,16,94,-16
39.414,1.38,-0.25,0.25,16,94,-16
39.416,1.38,-0.25,0.25,16,94,-16
39.418,1.38,-0.38,0.38,16,78,-16
39.420,1.12,-0.38,0.38,16,78,-16
39.422,1.00,-0.38,0.50,16,63,-16
39.424,0.75,-0.38,0.50,16,63,-16
39.426,0.62,-0.38,0.50,16,63,-16
40.306,1.00,-0.12,0.00,0,-16,0
40.308,1.00,-0.25,0.00,0,-16,0
40.310,1.00,-0.25,0.00,0,-16,0
40.312,1.62,0.12,0.00,0,-16,0
40.314,2.25,1.12,-0.50,0,0,0
40.316,2.25,2.00,-1.62,-16,16,16
40.318,2.38,2.88,-3.12,-31,31,16
40.320,2.62,4.00,-5.12,-47,16,16
40.322,2.62,4.75,-7.00,-31,0,-16
40.324,2.75,5.25,-8.62,-16,-31,-78
40.326,2.25,5.75,-8.88,47,-78,-141
40.328,1.12,5.38,-7.62,172,-141,-203
40.330,0.25,4.50,-5.38,313,-188,-266
40.332,-1.12,2.62,-3.50,438,-234,-297
40.334,-2.25,0.00,-1.50,547,-219,-188
40.336,-3.12,-1.12,-0.75,547,-94,-141
40.338,-4.12,-2.00,1.38,500,47,-94
40.340,-5.00,-3.00,2.62,422,156,-78
40.342,-5.00,-4.50,2.12,313,219,-78
40.344,-3.00,-6.50,0.75,234,219,-156
40.346,0.38,-7.12,0.00,172,203,-250
40.348,2.25,-6.00,0.88,109,250,-266
40.350,3.12,-4.75,2.00,63,297,-266
40.352,3.88,-4.12,2.38,16,281,-297
40.354,4.62,-3.38,2.62,-16,234,-344
40.356,4.62,-2.75,2.62,-16,203,-406
40.358,5.12,-1.75,2.12,-47,234,-422
40.360,4.12,-1.00,3.12,-109,234,-359
40.362,2.38,-1.75,1.75,-141,203,-250
40.364,1.25,-2.00,1.38,-156,141,-47
40.366,1.00,-2.12,0.75,-141,125,-31
40.368,1.50,-1.88,0.12,-172,141,-47
40.370,1.75,-1.50,-0.12,-219,156,-78
40.372,1.75,-0.88,-0.12,-250,156,-94
40.374,1.62,-0.25,0.25,-250,125,-94
40.376,1.38,0.12,0.38,-234,94,-94
40.378,1.12,0.50,0.38,-234,31,-94
40.380,1.12,0.62,0.12,-250,16,-94
40.382,1.00,0.88,0.00,-266,-16,-109
40.384,1.00,1.12,0.25,-250,-16,-109
40.386,1.00,1.25,0.50,-219,-16,-109
40.388,1.25,1.38,0.62,-203,-16,-141
40.390,1.50,1.62,0.75,-188,-31,-172
40.392,1.75,2.00,0.88,-125,-31,-297
40.394,2.12,2.50,1.38,-94,-16,-375
40.396,2.62,3.12,1.38,-78,-31,-469
40.398,2.62,3.38,1.12,-109,-63,-516
40.400,2.62,4.25,0.38,-125,-94,-531
40.402,1.88,5.12,0.88,-109,-109,-500
40.404,0.88,5.25,0.62,-63,-109,-406
40.406,-0.25,4.62,0.75,-31,-125,-172
40.408,-1.38,3.62,0.75,16,-94,-63
40.410,-1.62,2.50,0.88,63,-47,0
40.412,-0.75,1.50,1.00,78,-16,47
40.414,0.00,1.12,1.38,94,0,78
40.416,0.50,0.75,1.38,94,31,94
40.418,0.88,0.25,1.00,78,47,109
40.420,1.12,0.00,0.25,63,16,109
40.422,1.38,-0.12,-0.12,31,-16,125
40.424,1.50,0.00,0.00,31,0,125
40.426,1.75,-0.12,0.25,47,0,125
40.428,1.62,-0.38,0.62,63,-16,125
40.430,1.50,-0.62,0.75,63,-31,125
40.432,1.38,-0.88,1.00,47,-47,125
40.434,1.25,-1.12,1.25,47,-63,125
40.436,1.12,-1.12,1.38,16,-63,156
40.438,1.00,-1.00,1.38,-16,-63,188
40.440,0.88,-1.12,1.00,-47,-63,219
40.442,0.88,-0.88,1.12,-63,-63,266
40.444,0.75,-0.88,1.00,-47,-63,297
40.446,0.75,-0.75,1.12,-47,-63,344
40.448,0.75,-1.00,1.00,-47,-63,375
40.450,0.62,-1.38,0.88,-63,-47,391
40.452,0.75,-1.88,0.88,-94,-47,375
40.454,0.75,-2.50,0.25,-125,-63,297
40.456,0.25,-2.50,0.25,-125,-63,219
40.458,0.25,-1.12,0.62,-94,-63,109
40.460,0.62,-0.38,0.25,-94,-78,16
40.462,0.50,0.25,0.00,-141,-78,-31
40.464,0.25,0.50,-0.50,-141,-63,-31
40.466,0.12,0.62,-0.62,-109,-63,-31
40.468,-0.12,0.62,-0.62,-78,-63,-16
40.470,-0.25,0.75,-0.50,-78,-47,-16
40.472,-0.25,0.88,-0.38,-63,-31,-16
40.474,-0.25,1.00,-0.25,-47,-31,-16
40.476,-0.25,1.25,-0.38,-47,-16,-16
40.478,-0.12,1.25,-0.38,-31,-16,-16
40.480,0.12,1.38,-0.38,-16,16,-31
40.482,0.38,1.38,-0.25,0,16,-31
40.484,0.75,1.25,-0.12,16,31,-31
40.486,1.00,1.25,0.00,31,31,-31
40.488,1.25,1.12,0.00,47,31,-31
40.490,1.50,0.88,0.00,63,47,-31
40.492,1.62,0.50,0.12,63,47,-31
40.494,1.62,0.12,0.12,94,47,-16
40.496,1.50,-0.12,0.38,94,31,-16
40.498,1.25,-0.38,0.50,94,31,-16
40.500,1.00,-0.50,0.50,94,31,0
40.502,0.75,-0.62,0.50,94,31,0
40.504,0.38,-0.75,0.50,78,31,0
40.506,0.00,-0.62,0.50,78,31,0
40.508,-0.12,-0.62,0.50,63,31,-16
40.510,-0.12,-0.75,0.50,63,47,-16
40.512,0.00,-0.75,0.62,63,47,-16
40.514,0.12,-0.88,0.75,63,63,-31
40.516,0.38,-0.88,0.88,47,78,-31
40.518,0.62,-0.88,0.88,47,78,-31
40.520,0.88,-0.75,0.88,31,78,-31
40.522,1.12,-0.75,0.88,16,78,-47
40.524,1.25,-0.62,1.00,16,78,-47
40.526,1.38,-0.50,1.00,0,78,-47
40.528,1.50,-0.38,1.00,0,78,-47
40.530,1.50,-0.12,0.88,0,63,-47
40.532,1.50,0.00,0.88,-16,63,-47
40.534,1.38,0.12,0.75,-16,47,-47
40.536,1.25,0.12,0.75,-16,47,-47
40.538,1.12,0.25,0.75,-16,31,-47
40.540,1.00,0.25,0.75,-16,31,-47
40.542,0.88,0.38,0.75,-16,31,-47
40.544,0.88,0.38,0.75,-16,31,-47
41.508,1.00,0.12,-0.12,0,0,0
41.510,1.00,0.12,-0.12,0,0,0
41.512,1.12,0.25,-0.12,0,0,0
41.514,0.75,0.62,-0.75,0,0,0
41.516,-0.50,0.88,-2.25,-16,0,0
41.518,-1.75,0.88,-4.00,-47,-31,0
41.520,-2.25,1.38,-6.25,-63,-63,-16
41.522,-3.00,1.12,-8.75,-63,-78,-16
41.524,-3.88,0.62,-10.50,-78,-125,-47
41.526,-5.00,-0.25,-10.00,31,-109,-47
41.528,-4.00,-1.12,-7.62,156,-31,-78
41.530,-3.12,-1.25,-4.25,203,141,-63
41.532,-0.25,-0.88,-1.12,188,375,-16
41.534,1.75,-1.00,2.00,172,563,31
41.536,2.88,-1.38,4.00,156,703,63
41.538,5.25,-1.12,5.25,156,656,63
41.540,7.75,-0.88,6.25,156,313,-47
41.542,8.75,-0.62,5.25,63,219,-109
41.544,7.00,0.50,4.38,-94,219,-125
41.546,3.50,0.25,3.00,-156,234,-94
41.548,2.38,-0.12,1.00,-188,172,-47
41.550,1.12,-0.25,0.62,-188,109,-16
41.552,0.25,-0.50,1.38,-125,141,-16
41.554,0.12,-0.50,2.50,-31,313,0
41.556,0.12,-0.75,3.12,-31,328,16
41.558,-0.12,-1.25,2.62,-63,313,47
41.560,-0.25,-1.00,2.00,-109,281,78
41.562,-0.12,-1.00,0.62,-156,219,78
41.564,1.62,0.00,0.25,-188,188,47
41.566,2.38,0.38,-0.25,-156,172,-16
41.568,2.75,0.88,-0.38,-125,141,-47
41.570,3.00,1.38,-0.25,-94,78,-63
41.572,2.75,1.38,0.38,-63,16,-78
41.574,2.62,1.38,1.25,-31,-16,-109
41.576,2.62,1.50,1.88,0,-16,-125
41.578,2.62,1.62,2.25,16,-16,-141
41.580,2.62,1.62,2.00,16,-16,-141
41.582,2.50,1.62,1.75,-16,-78,-125
41.584,2.00,1.62,1.75,-16,-109,-109
41.586,1.38,1.38,1.88,0,-141,-94
41.588,0.88,1.25,2.25,31,-141,-78
41.590,0.50,1.12,2.38,31,-141,-47
41.592,0.25,1.00,2.38,31,-125,-31
41.594,-0.12,0.75,2.38,31,-109,0
41.596,-0.12,0.62,1.88,31,-94,16
41.598,0.38,0.75,1.38,31,-94,47
41.600,0.62,0.88,1.00,31,-94,47
41.602,0.62,0.62,0.62,31,-94,47
41.604,0.50,0.25,0.75,47,-94,47
41.606,0.38,-0.12,0.88,78,-109,47
41.608,0.25,-0.50,1.00,94,-109,47
41.610,0.38,-0.62,1.12,94,-109,47
41.612,0.62,-0.75,1.25,63,-94,47
41.614,0.75,-0.88,1.25,63,-94,63
41.616,0.88,-0.88,1.25,47,-94,78
41.618,1.12,-0.88,1.38,47,-109,94
41.620,1.38,-0.75,1.25,31,-94,109
41.622,1.75,-0.75,1.12,16,-94,125
41.624,1.88,-0.62,1.12,16,-94,141
41.626,2.00,-0.62,1.00,0,-109,94
41.628,2.00,-0.38,1.00,0,-125,63
41.630,2.00,0.00,1.00,0,-125,31
41.632,1.75,0.00,0.75,-16,-141,0
41.634,1.62,0.00,0.62,-16,-141,0
41.636,1.50,-0.12,0.38,0,-156,0
41.638,1.12,-0.12,0.25,0,-156,-16
41.640,0.62,-0.38,0.00,0,-156,-16
41.642,0.38,-0.25,-0.12,0,-156,-16
41.644,0.00,-0.38,-0.12,0,-156,-16
41.646,-0.50,-0.25,-0.25,0,-156,-16
41.648,-0.75,-0.25,-0.25,0,-156,-31
41.650,-0.88,-0.12,-0.25,-16,-141,-31
41.652,-1.00,-0.12,-0.50,0,-109,-31
41.654,-1.25,-0.12,-0.75,-16,-78,-16
41.656,-1.25,0.00,-0.88,-16,-63,-16
41.658,-1.00,0.25,-1.00,-16,-63,-16
41.660,-0.50,0.38,-1.00,-16,-47,-16
41.662,-0.25,0.50,-0.75,0,-16,-16
41.664,0.00,0.38,-0.62,0,0,-16
41.666,0.25,0.38,-0.50,16,0,-16
41.668,0.50,0.38,-0.38,16,0,-16
41.670,0.62,0.38,-0.38,16,16,-16
41.672,0.75,0.38,-0.25,16,31,-16
41.674,0.75,0.38,-0.25,16,31,-16
