Time,ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ
34.002,-2.00,-4.25,1.00,47,16,-234
34.004,-0.62,-5.88,0.75,16,31,-313
34.006,0.62,-6.38,0.62,-47,31,-438
34.008,2.25,-4.50,1.12,-31,31,-453
34.010,3.25,-2.25,1.50,-94,63,-438
34.012,2.12,-0.75,0.12,-219,63,-328
34.014,0.88,0.12,-0.75,-281,78,-234
34.016,0.62,0.62,-1.12,-234,47,-188
34.018,0.00,1.12,-1.62,-141,31,-188
34.020,-0.38,2.25,-0.25,-16,109,-203
34.022,-0.38,2.50,-0.25,-31,109,-188
34.024,0.38,2.62,-1.00,-94,63,-156
34.026,0.88,2.62,-1.25,-94,47,-109
34.028,1.38,2.12,-1.50,-47,109,-47
34.030,2.12,1.12,-1.38,0,141,0
34.032,2.62,0.38,-1.62,31,141,31
34.034,3.00,0.00,-1.50,63,125,47
34.036,3.50,-0.38,-1.00,78,94,78
34.038,3.75,-0.38,-0.75,78,78,78
34.040,3.88,-0.62,-0.50,78,63,78
34.042,3.88,-1.00,-0.75,94,63,78
34.044,3.62,-1.25,-0.88,94,47,78
34.046,3.00,-1.12,-0.75,94,31,78
34.048,2.38,-0.38,-0.75,94,16,94
34.050,1.50,0.00,-0.75,78,-16,78
34.052,0.75,0.25,-0.75,78,-31,78
34.054,-0.12,0.50,-0.38,109,-31,78
34.056,-0.75,0.75,-0.38,109,-31,78
34.058,-1.50,1.00,0.00,109,-16,63
34.060,-1.75,1.00,0.38,125,0,63
34.062,-2.50,1.12,1.12,141,31,47
34.064,-3.12,1.00,1.00,188,63,-16
34.066,-4.12,0.88,0.88,172,47,-16
34.068,-4.00,0.25,0.88,188,94,-31
34.070,-3.75,-0.62,1.25,188,141,-63
34.072,-2.50,-1.38,1.12,188,203,-125
34.074,-1.38,-1.75,1.38,156,203,-203
34.076,-0.75,-2.38,1.25,156,203,-266
34.078,0.00,-3.38,0.75,141,203,-297
34.080,0.75,-4.50,1.25,125,250,-328
34.082,2.75,-4.75,1.50,125,219,-328
34.084,3.88,-3.62,2.00,125,172,-313
34.086,4.00,-2.50,2.00,63,172,-281
34.088,2.50,-1.38,1.38,-16,172,-203
34.090,1.12,-1.12,0.75,-78,156,-109
34.092,0.75,-0.75,0.62,-94,125,-47
34.094,0.62,-0.50,0.75,-31,109,-31
34.096,0.50,-0.25,1.25,-16,125,-31
34.098,0.50,0.25,1.50,0,141,-47
34.100,0.50,0.38,1.38,-16,141,-47
34.102,0.50,0.38,1.00,-31,141,-63
34.104,0.50,0.50,1.00,-16,125,-78
34.106,0.62,0.75,1.00,16,125,-125
34.108,0.88,0.75,0.88,31,109,-234
34.110,1.62,0.62,1.00,31,94,-281
34.112,2.12,0.62,1.25,31,78,-313
34.114,2.62,0.75,1.38,47,78,-313
34.116,3.12,1.00,1.50,47,63,-297
34.118,3.38,1.00,1.38,47,31,-250
34.120,3.50,1.00,1.50,78,16,-188
34.122,2.62,0.12,1.38,78,-16,-31
34.124,2.00,-0.38,1.50,78,-31,16
34.126,1.62,-0.62,1.75,94,-47,31
34.128,1.38,-0.88,2.00,78,-63,31
34.130,1.12,-0.88,2.12,63,-47,31
34.132,0.88,-0.88,2.12,47,-47,47
34.134,0.88,-0.88,1.88,31,-47,47
34.136,0.75,-0.88,1.75,31,-47,47
34.138,0.75,-1.00,1.62,16,-63,63
34.140,0.88,-1.12,1.62,16,-63,63
34.142,0.88,-1.12,1.62,16,-63,78
34.144,0.88,-1.12,1.62,0,-78,94
34.146,0.88,-1.12,1.50,0,-78,109
34.148,0.88,-1.12,1.38,-16,-94,125
34.150,0.88,-1.12,1.38,-16,-94,141
34.152,0.88,-1.25,1.25,-31,-94,172
34.154,0.62,-1.38,1.12,-31,-94,188
34.156,0.38,-1.38,1.12,-47,-94,188
34.158,0.12,-1.38,1.12,-63,-94,172
34.160,-0.12,-1.38,1.00,-78,-109,156
34.162,-0.50,-1.25,0.88,-94,-109,125
34.164,-0.50,-0.62,1.12,-94,-94,78
34.166,0.38,-0.12,0.88,-109,-109,-16
34.168,0.62,0.12,0.75,-125,-94,-31
34.170,0.88,0.00,0.50,-109,-78,-31
34.172,1.00,0.00,0.25,-109,-78,-31
34.174,1.12,-0.12,0.25,-94,-94,-31
34.176,1.12,-0.12,0.38,-94,-94,-31
34.178,1.12,-0.12,0.38,-78,-109,-16
34.180,1.12,-0.12,0.38,-78,-109,-16
34.182,1.25,-0.12,0.25,-78,-109,-16
34.184,1.25,0.00,0.12,-78,-109,0
34.186,1.25,0.00,0.00,-78,-109,0
34.188,1.12,-0.12,0.00,-78,-109,0
34.190,1.00,-0.12,0.00,-63,-109,0
34.192,0.88,-0.12,0.00,-63,-109,16
34.194,0.75,-0.12,0.00,-63,-125,16
34.196,0.62,-0.12,0.00,-47,-109,16
34.198,0.50,-0.12,0.00,-47,-109,16
34.200,0.38,-0.12,-0.12,-47,-109,31
34.202,0.25,-0.12,-0.12,-47,-94,31
34.204,0.12,-0.25,-0.12,-47,-94,31
34.206,0.12,-0.38,-0.12,-31,-94,31
34.208,0.12,-0.50,-0.12,-31,-78,31
34.210,0.25,-0.75,0.00,-16,-63,16
34.212,0.25,-0.75,-0.12,-16,-47,16
34.214,0.38,-0.88,-0.12,-16,-47,16
34.216,0.50,-1.00,-0.12,-16,-31,16
34.218,0.50,-1.12,-0.12,-16,-31,16
34.220,0.50,-1.00,-0.12,-16,-31,16
34.222,0.62,-1.00,-0.12,-31,-16,16
34.224,0.50,-0.75,-0.12,-31,-16,16
34.226,0.50,-0.62,-0.12,-31,0,0
34.228,0.38,-0.50,-0.25,-31,0,0
34.230,0.25,-0.38,-0.25,-31,0,0
34.232,0.25,-0.25,-0.25,-31,0,0
34.234,0.25,-0.25,-0.12,-31,16,0
34.236,0.38,-0.38,-0.25,-16,16,0
34.238,0.62,-0.38,-0.25,-16,31,-16
34.390,0.75,-0.50,-0.50,-16,0,16
34.392,0.75,-0.62,-0.50,-16,16,16
34.394,0.88,-0.62,-0.62,-16,16,16
34.396,1.12,-0.50,-0.62,-16,16,16
34.398,1.88,-0.50,-0.62,0,31,31
34.400,2.75,-0.88,-0.75,0,47,31
34.402,3.38,-1.25,-1.38,16,47,31
34.404,3.75,-1.75,-2.00,16,47,31
34.406,4.50,-1.88,-3.00,16,31,31
34.408,4.75,-1.38,-3.38,0,-16,47
34.410,4.50,-0.75,-3.25,-47,-63,47
34.412,3.50,-0.25,-3.00,-31,-156,47
34.414,1.38,-0.38,-2.50,0,-219,47
34.416,-0.25,0.00,-1.88,16,-281,47
34.418,-1.25,0.12,-1.50,0,-313,47
34.420,-1.12,0.00,-0.25,-16,-313,31
34.422,-2.50,0.38,0.75,16,-250,47
34.424,-4.00,0.12,1.00,63,-172,78
34.426,-5.62,-0.25,1.00,47,-156,109
34.428,-6.88,-1.50,-0.38,0,-109,156
34.430,-6.50,-2.62,0.50,31,-78,141
34.432,-3.75,-3.62,0.88,78,-16,63
34.434,-1.50,-4.00,0.38,63,63,-47
34.436,-0.38,-3.50,0.62,-31,141,-156
34.438,1.25,-3.62,-0.75,-94,156,-281
34.440,2.12,-2.62,-0.88,-141,125,-375
34.442,3.12,-1.62,-0.75,-109,78,-484
34.444,3.50,-0.88,-0.75,-125,63,-469
34.446,1.75,0.50,-0.75,-141,47,-375
34.448,0.62,1.25,-0.75,-141,47,-344
34.450,0.12,1.50,-1.75,-141,16,-328
34.452,-0.75,2.75,-1.50,-109,31,-344
34.454,-1.12,3.50,-1.88,-63,94,-344
34.456,-1.00,3.88,-2.12,-78,94,-234
34.458,-0.62,4.25,-2.50,-63,94,-125
34.460,-0.12,2.75,-2.75,-16,109,-16
34.462,0.75,1.38,-2.38,47,156,31
34.464,1.12,0.75,-1.75,94,172,16
34.466,1.38,0.38,-1.25,125,156,16
34.468,1.75,0.38,-1.00,94,125,31
34.470,1.88,0.38,-0.75,78,109,47
34.472,2.25,0.12,-0.62,94,109,63
34.474,2.75,-0.12,-0.62,109,125,78
34.476,3.75,-0.50,-0.25,125,125,109
34.478,5.25,-1.38,-0.38,109,109,125
34.480,6.12,-2.12,0.12,109,78,156
34.482,6.12,-2.50,0.25,125,63,172
34.484,4.38,-2.38,0.38,125,47,156
34.486,2.50,-1.00,0.12,94,-16,78
34.488,1.25,-0.25,-0.50,47,-78,47
34.490,0.38,-0.12,-0.50,16,-78,31
34.492,-0.12,-0.12,0.50,63,-31,31
34.494,-0.12,-0.25,1.62,156,63,31
34.496,-0.25,-0.50,2.12,203,109,47
34.498,-0.38,-0.62,1.62,188,125,78
34.500,-0.50,-0.62,0.38,109,94,156
34.502,-1.62,-1.00,-0.50,63,109,188
34.504,-2.25,-1.12,-0.38,47,125,188
34.506,-2.75,-1.00,0.50,94,94,188
34.508,-3.12,-1.00,1.00,125,78,172
34.510,-3.00,-1.12,1.38,141,94,141
34.512,-1.38,-1.38,1.50,125,141,78
34.514,-0.50,-1.50,1.12,94,250,-78
34.516,0.25,-1.50,0.62,63,250,-109
34.518,0.62,-1.50,0.25,47,234,-125
34.520,0.88,-1.50,0.50,47,219,-141
34.522,1.00,-1.50,1.12,63,219,-156
34.524,1.25,-1.25,1.62,78,203,-156
34.526,1.38,-1.00,1.75,78,188,-141
34.528,1.38,-0.75,1.50,31,188,-94
34.530,1.50,-0.62,1.00,0,203,-63
34.532,1.62,-0.62,0.88,0,203,-63
34.534,1.88,-0.62,0.62,0,188,-63
34.536,2.25,-0.50,0.50,16,172,-63
34.538,2.38,-0.50,0.62,16,156,-78
34.540,2.38,-0.25,0.75,16,141,-78
34.542,2.12,0.00,0.75,16,125,-78
34.544,1.88,0.25,0.62,16,94,-109
34.546,1.50,0.50,0.50,16,63,-125
34.548,1.25,0.75,0.62,16,63,-141
34.550,1.12,0.88,0.88,31,47,-156
34.552,1.00,1.00,1.12,31,47,-172
34.554,1.12,1.00,1.25,47,31,-172
34.556,1.38,1.00,1.25,63,31,-156
34.558,1.38,0.88,1.25,63,31,-94
34.560,1.38,0.62,1.38,63,31,-47
34.562,1.00,-0.12,1.38,78,16,0
34.564,0.88,-0.38,1.62,94,0,31
34.566,1.00,-0.62,1.88,94,0,31
34.568,1.00,-0.88,2.12,94,0,31
34.570,1.12,-1.00,2.00,78,0,31
34.572,1.38,-1.12,1.88,47,0,31
34.574,1.50,-1.25,1.62,47,0,31
34.576,1.62,-1.25,1.50,31,-16,47
34.578,1.62,-1.38,1.38,31,-31,47
34.580,1.50,-1.38,1.38,31,-31,63
34.582,1.12,-1.25,1.50,16,-47,63
34.584,0.88,-1.12,1.62,16,-63,78
34.586,0.62,-1.12,1.62,0,-63,125
34.588,0.38,-1.12,1.50,-16,-63,141
34.590,0.12,-1.12,1.38,-31,-47,141
34.592,-0.12,-1.12,1.25,-31,-47,141
34.594,-0.25,-1.00,1.12,-47,-47,125
34.596,-0.50,-0.88,1.12,-47,-47,94
34.598,-0.50,-0.50,1.25,-47,-47,63
34.600,0.25,-0.12,1.12,-47,-47,31
34.602,0.62,0.12,1.12,-63,-31,-31
34.604,0.88,0.12,1.00,-63,-31,-31
34.606,1.12,0.00,0.88,-47,-31,-31
34.608,1.12,0.00,0.88,-47,-47,-31
34.610,1.25,0.00,0.88,-47,-47,-31
34.612,1.25,0.00,0.88,-47,-47,-31
34.614,1.12,0.00,0.88,-31,-63,-31
34.616,1.00,0.00,0.88,-31,-63,-31
34.618,0.88,0.00,0.88,-31,-63,-16
34.620,0.88,0.00,0.75,-31,-63,-16
34.622,0.88,0.00,0.75,-16,-63,-16
34.624,0.88,-0.12,0.62,-16,-63,-16
34.626,1.00,-0.12,0.50,-16,-47,-16
34.628,1.00,-0.25,0.38,-16,-47,-16
34.630,1.00,-0.25,0.38,-16,-63,0
34.632,0.88,-0.25,0.38,-16,-63,0
34.634,0.75,-0.25,0.38,-16,-63,0
34.636,0.62,-0.25,0.38,-16,-63,0
34.638,0.50,-0.25,0.38,-16,-63,0
34.640,0.38,-0.25,0.38,-16,-63,0
34.642,0.38,-0.25,0.25,-16,-63,16
34.644,0.38,-0.25,0.25,-16,-47,16
34.646,0.38,-0.12,0.25,-16,-47,16
34.648,0.25,-0.12,0.25,-16,-47,0
34.650,0.25,-0.12,0.38,-16,-47,0
34.652,0.12,-0.12,0.38,-16,-47,0
34.654,0.12,-0.25,0.50,-16,-31,0
34.656,0.12,-0.25,0.62,-16,-31,0
34.658,0.25,-0.38,0.62,-16,-31,0
34.660,0.38,-0.50,0.50,-16,-16,0
34.662,0.50,-0.50,0.50,-16,0,0
34.664,0.62,-0.62,0.50,-16,0,0
34.666,0.75,-0.62,0.50,-16,0,0
34.668,0.88,-0.62,0.50,-16,0,0
35.552,0.88,-0.38,-0.38,-16,16,16
35.554,1.00,-0.38,-0.38,-16,16,16
35.556,1.12,-0.38,-0.38,-16,16,16
35.558,1.75,-0.50,-0.38,0,16,16
35.560,2.38,-0.50,-0.38,0,31,31
35.562,2.88,-0.50,-0.62,0,31,31
35.564,3.25,-0.75,-1.12,0,31,31
35.566,3.50,-0.75,-1.62,0,16,47
35.568,4.12,-0.75,-2.38,0,-16,47
35.570,4.75,-1.00,-3.62,-31,-47,63
35.572,5.12,-1.12,-5.88,-31,-63,63
35.574,2.25,-1.75,-7.75,-31,-78,63
35.576,0.62,-0.25,-5.88,-47,-172,78
35.578,-1.00,0.38,-2.00,0,-344,31
35.580,-1.25,0.00,0.62,94,-438,-31
35.582,-3.00,0.75,3.62,203,-391,-47
35.584,-5.38,-0.38,3.62,250,-250,-16
35.586,-8.25,-1.38,4.50,141,-188,47
35.588,-10.50,-2.88,2.12,31,63,125
35.590,-7.50,-5.25,-0.12,-16,109,94
35.592,-3.38,-4.12,0.38,-47,94,16
35.594,-1.25,-3.38,1.25,-109,219,-94
35.596,0.50,-2.88,1.00,-188,250,-219
35.598,1.88,-2.50,0.62,-203,172,-375
35.600,4.75,-2.62,0.50,-203,78,-516
35.602,7.88,-1.25,2.25,-94,-31,-672
35.604,8.12,0.00,1.62,-63,-31,-641
35.606,5.62,1.38,0.25,-156,63,-656
35.608,4.00,3.75,-1.75,-250,31,-656
35.610,2.62,4.50,-3.12,-266,-94,-578
35.612,0.75,3.88,-3.75,-281,-125,-453
35.614,-0.38,3.75,-2.38,-219,-94,-375
35.616,-1.38,3.50,-0.75,-16,-47,-359
35.618,-2.12,2.88,0.38,188,0,-359
35.620,-2.50,1.50,-0.50,94,0,-266
35.622,-2.38,0.50,-1.62,16,0,-156
35.624,-0.62,0.38,-2.12,0,31,-47
35.626,0.75,0.75,-1.88,31,94,47
35.628,1.75,0.75,-1.38,47,141,78
35.630,2.75,0.38,-1.38,47,141,94
35.632,3.12,0.12,-1.12,78,31,94
35.634,3.75,-0.12,-1.12,94,31,109
35.636,4.25,-0.38,-0.25,109,47,141
35.638,5.12,-1.00,-0.62,78,16,156
35.640,5.25,-1.50,-0.38,78,0,188
35.642,4.38,-2.00,-0.38,78,-16,188
35.644,1.88,-1.50,-0.12,78,-31,172
35.646,0.38,-0.88,-0.38,63,-94,109
35.648,-0.25,-0.62,-0.62,31,-109,78
35.650,-0.50,-0.50,0.12,47,-47,63
35.652,-0.88,-0.50,0.75,78,63,63
35.654,-1.12,-0.62,1.12,109,125,63
35.656,-1.25,-1.00,0.12,94,125,78
35.658,-1.38,-2.00,-1.25,63,94,94
35.660,-1.50,-2.38,-1.12,16,47,78
35.662,-1.75,-2.12,-0.38,47,78,63
35.664,-1.88,-2.00,0.50,63,109,47
35.666,-2.00,-1.75,0.88,63,125,31
35.668,-1.50,-1.00,1.00,47,141,16
35.670,-0.75,-0.62,0.62,31,172,-16
35.672,-0.62,-0.25,0.50,0,203,-31
35.674,-0.38,0.00,0.25,-16,234,-47
35.676,-0.12,-0.12,0.25,16,234,-47
35.678,0.12,-0.25,0.75,31,234,-47
35.680,0.38,-0.38,1.12,63,234,-47
35.682,0.75,-0.25,1.38,63,250,-47
35.684,1.00,-0.12,1.25,47,234,-47
35.686,1.12,-0.25,0.62,31,250,-63
35.688,1.38,-0.38,0.38,31,250,-78
35.690,2.25,-0.50,0.25,31,266,-94
35.692,2.75,-0.62,0.25,47,234,-109
35.694,3.62,-0.50,0.38,63,203,-109
35.696,4.12,-0.25,0.50,63,188,-125
35.698,3.88,-0.12,0.38,63,172,-125
35.700,2.25,0.50,0.25,47,156,-125
35.702,1.38,1.00,0.00,31,125,-125
35.704,0.50,0.88,0.12,31,47,-109
35.706,0.00,0.88,0.88,63,78,-109
35.708,-0.38,1.00,1.50,109,109,-109
35.710,-0.62,1.25,1.88,125,141,-109
35.712,-0.62,1.12,1.75,125,125,-94
35.714,-0.50,0.75,1.25,94,109,-78
35.716,0.00,0.25,1.25,78,109,-31
35.718,0.62,-0.25,1.62,109,125,16
35.720,1.38,-0.62,1.62,109,109,16
35.722,1.62,-0.75,2.00,109,94,16
35.724,2.00,-0.88,2.25,109,78,31
35.726,2.38,-1.12,2.12,94,78,47
35.728,2.62,-1.38,2.12,78,63,63
35.730,2.75,-1.50,2.00,78,63,78
35.732,2.62,-1.62,1.75,63,47,94
35.734,2.12,-1.62,1.75,47,16,94
35.736,1.50,-1.50,1.75,31,-16,94
35.738,1.00,-1.25,1.88,16,-31,94
35.740,0.62,-1.12,2.00,0,-47,78
35.742,0.25,-1.12,2.12,0,-47,63
35.744,-0.12,-1.00,2.12,0,-31,47
35.746,-0.25,-0.88,2.12,-16,-31,31
35.748,0.12,-0.75,1.88,-31,-31,0
35.750,1.00,-0.50,1.75,-47,-31,-16
35.752,1.25,-0.50,1.62,-47,-16,-31
35.754,1.62,-0.50,1.38,-63,-16,-16
35.756,1.88,-0.50,1.25,-63,-31,-31
35.758,2.00,-0.50,1.25,-63,-63,-31
35.760,2.12,-0.38,1.38,-63,-78,-31
35.762,2.12,-0.25,1.50,-63,-94,-31
35.764,1.88,-0.12,1.38,-63,-94,-16
35.766,1.75,-0.12,1.12,-63,-109,-16
35.768,1.50,0.12,1.00,-63,-125,-16
35.770,1.25,0.25,0.88,-78,-125,-16
35.772,1.00,0.25,0.88,-63,-141,0
35.774,0.75,0.38,0.88,-63,-141,0
35.776,0.62,0.38,0.75,-47,-141,0
35.778,0.50,0.38,0.75,-47,-141,0
35.780,0.38,0.38,0.62,-47,-141,16
35.782,0.50,0.38,0.50,-47,-125,16
35.784,0.62,0.25,0.38,-31,-125,16
35.786,0.75,0.00,0.38,-31,-125,16
35.788,0.75,-0.12,0.25,-31,-125,16
35.790,0.88,-0.12,0.25,-31,-125,16
35.792,0.88,-0.25,0.25,-16,-125,16
35.794,0.88,-0.38,0.12,-16,-125,31
35.796,0.75,-0.38,0.12,-16,-125,31
35.798,0.62,-0.50,0.25,-16,-125,31
35.800,0.50,-0.50,0.12,-16,-125,31
35.802,0.38,-0.38,0.12,-31,-125,31
35.804,0.12,-0.38,0.12,-31,-125,31
35.806,0.00,-0.38,0.12,-31,-125,16
35.808,-0.12,-0.38,0.12,-31,-109,16
35.810,-0.12,-0.50,0.12,-31,-109,16
35.812,0.00,-0.50,0.00,-31,-94,16
35.814,0.25,-0.50,0.00,-31,-78,16
35.816,0.38,-0.62,-0.12,-31,-78,16
35.818,0.50,-0.62,-0.12,-31,-63,16
35.820,0.50,-0.62,-0.12,-31,-63,0
35.822,0.50,-0.62,-0.25,-31,-47,0
35.824,0.50,-0.50,-0.25,-31,-47,0
35.826,0.38,-0.38,-0.38,-31,-47,0
35.828,0.25,-0.25,-0.38,-31,-47,0
35.830,0.12,-0.12,-0.25,-31,-31,0
36.048,0.75,-0.38,-0.38,16,78,16
36.050,1.00,-0.38,-0.38,31,78,16
36.052,1.12,-0.25,-0.38,31,78,16
36.054,1.50,-0.12,-0.38,31,78,16
36.056,2.25,-0.25,-0.38,31,94,16
36.058,3.12,-0.25,-0.50,47,109,16
36.060,3.88,-0.62,-1.00,31,109,16
36.062,4.38,-1.12,-1.88,31,94,16
36.064,5.00,-1.25,-2.50,31,78,31
36.066,5.62,-1.00,-2.75,31,31,31
36.068,5.00,-0.38,-2.38,0,-78,31
36.070,2.38,-0.38,-2.38,16,-141,31
36.072,0.62,-0.38,-2.12,47,-219,31
36.074,-1.00,-0.50,-1.88,63,-266,31
36.076,-1.62,-0.88,-1.25,47,-281,16
36.078,-1.50,-0.75,0.00,31,-266,0
36.080,-2.75,-0.62,1.75,47,-188,31
36.082,-4.25,-1.12,2.62,78,-94,94
36.084,-5.25,-2.12,2.25,47,-78,109
36.086,-6.38,-3.50,0.88,0,-47,125
36.088,-4.12,-4.62,0.88,-16,-31,125
36.090,-1.25,-3.88,0.25,-16,31,63
36.092,0.25,-2.88,1.12,-63,141,-47
36.094,1.50,-2.38,0.12,-141,172,-156
36.096,2.75,-1.88,-0.88,-219,47,-406
36.098,5.25,-1.25,-1.38,-203,31,-484
36.100,6.00,0.50,0.00,-141,-16,-516
36.102,3.62,1.50,-0.12,-109,-31,-484
36.104,1.25,2.12,-0.50,-141,16,-484
36.106,0.88,2.75,-2.00,-156,-63,-500
36.108,0.12,3.75,-1.38,-156,-125,-516
36.110,-1.38,4.50,-1.62,-31,16,-484
36.112,-2.25,5.25,-1.38,-16,63,-438
36.114,-2.50,5.00,-2.00,-16,31,-344
36.116,-1.12,2.12,-3.12,-16,16,-203
36.118,-0.50,1.25,-2.62,31,31,-16
36.120,0.50,0.62,-1.62,125,125,63
36.122,1.00,0.00,-1.12,141,156,78
36.124,1.62,-0.25,-1.25,125,125,63
36.126,1.62,0.00,-1.12,63,47,47
36.128,1.62,0.25,-0.88,63,47,47
36.130,2.12,0.25,-0.50,63,63,63
36.132,2.38,0.00,-0.50,78,78,63
36.134,2.50,-0.12,-0.25,94,78,78
36.136,3.75,-0.38,-0.12,94,63,78
36.138,4.88,-0.88,0.38,78,47,109
36.140,6.25,-1.62,0.25,63,16,188
36.142,6.75,-2.00,0.50,78,31,234
36.144,4.62,-1.75,0.88,78,31,266
36.146,1.88,-1.50,0.25,63,0,297
36.148,0.62,-1.38,-0.38,16,-78,297
36.150,-0.12,-0.62,0.38,0,-125,250
36.152,-0.25,-0.25,1.75,31,-47,219
36.154,-2.00,-0.38,2.38,109,203,172
36.156,-2.62,-0.75,2.12,94,219,156
36.158,-2.12,-1.88,-0.25,16,94,125
36.160,-3.00,-2.88,-1.38,-78,-16,109
36.162,-3.25,-1.88,-0.75,-31,31,78
36.164,-1.62,-0.62,0.88,47,125,47
36.166,-0.50,-0.75,1.25,47,188,0
36.168,0.50,-0.75,0.75,16,250,-63
36.170,1.25,-1.00,-0.38,0,219,-78
36.172,1.50,-1.12,-1.00,-31,219,-94
36.174,1.62,-0.62,-0.50,-31,219,-94
36.176,1.25,-0.12,0.25,0,188,-94
36.178,1.12,0.00,0.75,16,156,-78
36.180,0.88,0.00,1.00,16,141,-78
36.182,0.62,0.00,1.00,16,156,-47
36.184,0.75,0.12,0.62,0,188,-31
36.186,0.88,0.25,0.38,0,188,-31
36.188,1.12,0.25,0.25,0,188,-31
36.190,1.25,0.12,0.25,0,188,-31
36.192,1.25,0.00,0.50,31,172,-31
36.194,1.25,0.00,0.62,47,172,-31
36.196,1.50,0.12,0.75,47,172,-47
36.198,1.75,0.38,0.50,47,125,-78
36.200,1.75,0.50,0.50,47,125,-78
36.202,1.62,0.62,0.38,47,125,-63
36.204,1.12,0.75,0.38,47,125,-63
36.206,0.75,0.75,0.62,63,109,-63
36.208,0.50,0.75,0.75,63,78,-47
36.210,0.25,0.50,1.00,78,78,-31
36.212,0.25,0.12,1.00,78,94,0
36.214,0.50,0.00,1.12,78,94,0
36.216,0.62,-0.12,1.38,78,94,0
36.218,0.75,-0.25,1.50,94,78,0
36.220,0.88,-0.50,1.62,94,78,0
36.222,1.12,-0.75,1.62,94,78,0
36.224,1.25,-0.88,1.75,94,78,0
36.226,1.50,-0.88,1.75,63,63,0
36.228,1.62,-0.88,1.75,63,47,0
36.230,1.75,-1.00,1.88,47,47,-16
36.232,1.88,-1.00,1.75,47,31,-16
36.234,2.00,-1.12,1.75,31,16,-16
36.236,2.00,-1.25,1.75,31,16,-16
36.238,1.75,-1.25,1.75,16,0,-16
36.240,1.50,-1.00,1.75,16,0,-16
36.242,1.25,-1.00,1.75,0,-31,-16
36.244,1.12,-0.88,1.75,-16,-31,-16
36.246,1.12,-0.62,1.62,-16,-31,-16
36.248,1.12,-0.50,1.50,-31,-31,-16
36.250,1.12,-0.25,1.25,-31,-31,-16
36.252,1.25,-0.12,1.12,-47,-47,-16
36.254,1.38,-0.12,1.12,-47,-47,-16
36.256,1.50,-0.12,1.12,-31,-47,-16
36.258,1.50,-0.12,1.12,-31,-63,-16
36.260,1.50,0.00,1.12,-31,-63,-16
36.262,1.50,0.00,1.00,-31,-78,-16
36.264,1.38,0.00,1.00,-31,-78,-16
36.266,1.12,0.12,0.88,-31,-78,-16
36.268,0.88,0.12,0.88,-31,-94,-16
36.270,0.50,0.25,0.88,-31,-94,0
36.272,0.25,0.25,0.88,-31,-94,0
36.274,0.00,0.38,0.88,-31,-94,0
36.276,-0.12,0.38,0.88,-16,-94,0
36.278,-0.25,0.38,0.88,-16,-78,0
36.280,-0.12,0.38,0.88,-16,-63,0
36.282,0.25,0.12,0.75,-16,-63,16
36.284,0.62,0.00,0.62,0,-31,16
36.286,1.00,-0.12,0.50,0,-31,16
36.288,1.25,-0.12,0.38,0,-31,16
36.290,1.25,-0.25,0.38,0,-47,16
36.292,1.38,-0.38,0.50,0,-47,16
36.294,1.25,-0.50,0.62,0,-47,16
36.296,1.12,-0.50,0.62,0,-63,16
36.298,0.88,-0.50,0.50,0,-63,16
36.300,0.62,-0.38,0.38,-16,-63,16
36.302,0.38,-0.38,0.38,-16,-63,0
36.304,0.25,-0.38,0.25,-16,-63,0
36.306,0.00,-0.25,0.25,-16,-63,0
36.308,-0.12,-0.25,0.38,-16,-63,0
36.310,-0.25,-0.12,0.38,-16,-63,0
36.312,-0.25,-0.12,0.25,-16,-47,0
36.314,-0.12,-0.12,0.25,-16,-31,0
36.316,0.00,-0.12,0.25,-16,-16,0
36.318,0.25,-0.12,0.25,-16,-16,0
36.320,0.50,-0.25,0.25,-16,0,-16
36.322,0.62,-0.12,0.25,-16,0,-16
36.324,0.75,-0.12,0.25,-16,0,-16
36.326,0.88,-0.12,0.25,-16,0,-16
37.248,0.75,-0.12,-0.50,-16,-16,16
37.250,0.75,-0.25,-0.50,-16,-16,16
37.252,0.88,-0.25,-0.50,-16,0,16
37.254,0.88,-0.25,-0.50,-16,0,16
37.256,1.62,0.12,-0.62,-16,0,16
37.258,2.12,1.00,-1.12,-16,16,31
37.260,2.25,1.38,-2.12,-31,47,31
37.262,2.50,2.00,-3.12,-47,31,31
37.264,2.38,2.88,-4.38,-31,16,31
37.266,2.00,3.12,-5.25,-16,0,16
37.268,1.88,2.88,-5.38,-16,-31,0
37.270,1.50,3.12,-5.25,63,-78,-31
37.272,0.25,2.75,-4.75,203,-109,-16
37.274,-1.12,2.00,-4.38,219,-125,0
37.276,-2.12,1.00,-3.50,266,-141,0
37.278,-2.12,-0.38,-2.38,297,-125,0
37.280,-1.38,-1.25,-0.75,328,-63,0
37.282,-0.88,-1.88,0.75,359,16,31
37.284,-0.38,-2.38,1.75,359,109,63
37.286,0.00,-2.88,1.88,234,141,109
37.288,0.25,-3.50,1.62,172,109,125
37.290,0.50,-4.12,0.88,125,109,125
37.292,0.88,-4.38,0.50,109,125,94
37.294,1.62,-3.75,1.12,94,141,63
37.296,1.88,-3.00,1.62,94,156,0
37.298,1.62,-2.62,1.75,63,141,-47
37.300,0.75,-2.75,1.25,16,94,-63
37.302,0.12,-2.75,0.88,0,78,-63
37.304,-0.38,-2.50,0.75,-16,78,-78
37.306,-0.75,-2.25,0.88,-47,94,-94
